"id","pred1_total","pred2_total","pred3_total"
1229,0,2,0
1230,2,1,0
1231,5,0,0
1232,11,3,0
1233,0,1,66
1234,3,2,14
1235,0,1,0
1236,5,0,0
1237,2,1,0
1238,11,0,24
1239,1,1,0
1240,0,0,0
1241,9,2,0
1242,0,0,0
1243,0,0,0
1244,0,0,0
1245,3,0,0
1246,1,1,0
1247,0,1,0
1248,0,11,0
1249,3,2,15
1250,1,2,0
1251,2,4,0
1252,0,2,0
1253,1,4,0
1254,9,1,10
1255,7,0,0
1256,0,0,0
1257,0,0,0
1258,0,0,0
1259,2,0,0
1260,0,1,0
1261,1,4,0
1262,7,12,0
1263,0,0,0
1264,0,0,0
1265,4,0,0
1266,2,8,0
1267,0,1,0
1268,0,0,0
1269,1,0,0
1270,10,2,0
1271,0,0,1
1272,43,2,8
1273,0,2,0
1274,0,0,0
1275,0,0,0
1276,0,0,0
1277,0,1,0
1278,0,3,0
1279,9,0,0
1280,1,5,6
1281,0,5,0
1282,0,0,0
1283,0,0,0
1284,1,2,0
1285,0,0,0
1286,4,0,0
1287,0,0,0
1288,0,0,0
1289,0,1,0
1290,0,1,0
1291,0,2,43
1292,3,26,0
1293,1,1,0
1294,1,11,0
1295,0,0,0
1296,14,20,0
1297,5,1,0
1298,6,0,0
1299,0,0,0
1300,0,3,0
1301,11,1,8
1302,0,0,0
1303,19,3,0
1304,0,0,0
1305,0,0,0
1306,0,2,0
1307,0,0,0
1308,0,3,0
1309,0,0,0
1310,2,2,0
1311,8,4,0
1312,1,3,10
1313,0,0,0
1314,1,2,0
1315,0,0,0
1316,0,7,0
1317,0,0,0
1318,0,1,19
1319,9,0,0
1320,2,2,6
1321,0,2,0
1322,29,1,0
1323,1,4,1
1324,0,3,0
1325,4,2,0
1326,2,0,1
1327,3,1,13
1328,1,3,17
1329,6,1,0
1330,6,3,0
1331,4,0,0
1332,2,1,0
1333,2,0,85
1334,0,1,0
1335,28,1,12
1336,8,0,0
1337,0,1,0
1338,43,0,21
1339,11,3,32
1340,0,16,0
1341,0,0,0
1342,0,0,0
1343,5,1,0
1344,4,2,0
1345,5,3,0
1346,0,0,0
1347,5,2,0
1348,0,0,0
1349,0,0,0
1350,0,0,0
1351,6,0,0
1352,2,5,1
1353,0,0,0
1354,0,0,0
1355,18,3,12
1356,25,0,0
1357,0,0,0
1358,8,11,0
1359,0,1,0
1360,0,0,0
1361,0,0,0
1362,4,3,0
1363,2,0,1
1364,17,3,0
1365,0,3,0
1366,0,0,0
1367,0,1,0
1368,9,0,0
1369,15,1,0
1370,0,6,0
1371,0,0,0
1372,0,1,0
1373,0,0,0
1374,0,0,0
1375,2,1,0
1376,42,6,57
1377,1,0,0
1378,1,1,0
1379,2,0,0
1380,0,0,0
1381,9,13,127
1382,0,3,0
1383,6,1,0
1384,10,1,0
1385,4,1,0
1386,0,0,0
1387,2,3,0
1388,0,1,0
1389,1,5,67
1390,0,2,0
1391,0,0,0
1392,3,0,0
1393,0,6,0
1394,0,6,0
1395,0,0,0
1396,0,2,0
1397,23,0,0
1398,0,0,0
1399,0,1,0
1400,0,0,0
